,x,y,h,s
373,-0.047216444930287454,-3.161620703828392,347.27001874431494,42.840305999125704
374,-0.047605067521270625,-3.175711626461534,348.61004559058796,42.63570683471417
375,-0.04779938404653024,-3.189995572209102,349.95001140504496,42.431403457305436
376,-0.0481880070661304,-3.2042795240436295,351.29003825255745,42.22735356826683
377,-0.04857663020815197,-3.218370464567882,352.63000406622774,42.02367511022633
378,-0.04915956001733176,-3.2326544233300343,353.9600211480882,41.820371948562595
379,-0.04993680708560468,-3.260836318860684,356.61004554795323,41.41484913636782
380,-0.050131124049090314,-3.274927272860216,357.93005286523663,41.21250528351898
381,-0.05032544110565665,-3.289018227547228,359.24005041659046,41.01043397162051
382,-0.05090837162920862,-3.3031091880602164,360.550047967492,40.80867458088152
383,-0.05187993734748456,-3.345382099261784,364.47003085556423,40.205305422736714
384,-0.05207425480696794,-3.359473072425879,365.76000887616556,40.00484232705977
385,-0.052462879250435954,-3.373564056692317,367.0599966611518,39.804743616310795
386,-0.05324012855812624,-3.4017460264250974,369.63000396981954,39.405545363212035
387,-0.05382306049093596,-3.415837017182412,370.9100332596842,39.20626713955209
388,-0.05401737835008754,-3.4299280136128916,372.1900015136529,39.00717299886441
389,-0.05460031076879598,-3.4438259978152446,373.47003080341284,38.80846603739052
390,-0.054988946854575546,-3.471814984612388,375.99999905088976,38.41255510171004
391,-0.05557187963064902,-3.4857129801301645,377.2700185729578,38.21498448956006
392,-0.05576619785890469,-3.4994179576475237,378.530028331316,38.017593523580516
393,-0.05615482396068075,-3.5142810770377904,379.8400258817989,37.81066528661141
394,-0.05693207571518638,-3.542077085139112,382.34002586664724,37.41794209507174
395,-0.05751500930120774,-3.555975097417146,383.5900258579258,37.22195158446872
396,-0.05770932794822098,-3.569680091253529,384.83001608457516,37.026069204407044
397,-0.05829226178105134,-3.5837711271151713,386.07000631017587,36.8305099563581
398,-0.058875207120309275,-3.611567167153991,388.5300282679138,36.441008793466345
399,-0.059263833696638936,-3.6252721711087745,389.74999896296083,36.2466959228156
400,-0.059458152768527346,-3.6389771861412092,390.9800404594539,36.05227302249039
401,-0.059846779517678216,-3.652875213378502,392.19000138975554,35.85806886822804
402,-0.06023540651076126,-3.6667732517900697,393.41003311793736,35.664648769007755
403,-0.06062403349737415,-3.6804782710944344,394.61999404906305,35.47206087844144
404,-0.06120696859061758,-3.6941832956616456,395.8300160140944,35.27966340432901
405,-0.06140128792103816,-3.7080813383008597,397.0300282130868,35.08688409257808
406,-0.06178991520561668,-3.7217863674960574,398.2300404111431,34.89401360576312
407,-0.06256717036074733,-3.749196435487006,400.6199940086293,34.51128267507016
408,-0.06315010605816124,-3.7630944930907155,401.8099964402709,34.320931788702154
